City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Pennagaram,IN,2021-01-26 15:07:02,12.1333,77.9,71.11,52,0,4.76
296,Kirakira,SB,2021-01-26 15:09:47,-10.4544,161.9205,81.41,82,100,12.21
297,Esqueda,MX,2021-01-26 15:09:47,30.7167,-109.5833,32.88,93,45,22.88
298,Marawi,PH,2021-01-26 15:02:13,7.9986,124.2928,77.0,91,100,7.0
299,Honningsvag,NO,2021-01-26 15:09:47,70.9821,25.9704,26.6,86,75,31.07
300,Carnarvon,AU,2021-01-26 15:01:40,-24.8667,113.6333,75.2,69,0,24.16
301,Sakti,IN,2021-01-26 15:09:47,22.0333,82.9667,69.71,39,0,3.4
302,Pimentel,PE,2021-01-26 15:02:17,-6.8367,-79.9342,75.2,73,0,9.22
303,San Vicente,AR,2021-01-26 15:09:47,-26.6167,-54.1333,73.96,84,100,5.84
304,Cap Malheureux,MU,2021-01-26 15:02:39,-19.9842,57.6142,80.01,82,45,1.01
305,Lazo,RU,2021-01-26 15:09:47,43.3817,133.9014,29.41,95,100,3.89
306,Toamasina,MG,2021-01-26 15:05:35,-18.1667,49.3833,86.0,74,20,5.75
307,Kalmunai,LK,2021-01-26 15:01:51,7.4167,81.8167,74.91,77,35,9.17
308,Saint-Augustin,CA,2021-01-26 15:02:28,51.226,-58.6502,32.4,91,3,14.25
309,Srandakan,ID,2021-01-26 15:09:48,-7.9386,110.2506,78.44,85,100,6.71
310,Kushima,JP,2021-01-26 15:09:48,31.4583,131.2333,55.0,100,14,1.99
311,Jhang,PK,2021-01-26 15:09:48,33.6748,72.6963,54.0,47,0,1.99
312,Beloha,MG,2021-01-26 15:02:26,-25.1667,45.05,83.57,54,57,15.32
313,Shorewood,US,2021-01-26 15:08:53,41.52,-88.2017,30.99,100,90,14.97
314,Alofi,NU,2021-01-26 15:02:19,-19.0595,-169.9187,75.2,94,100,6.91
315,Denizli,TR,2021-01-26 15:09:49,37.8402,29.0698,51.8,54,75,10.36
316,Beringovskiy,RU,2021-01-26 15:09:49,63.05,179.3167,-7.13,90,99,10.04
317,Navirai,BR,2021-01-26 15:09:49,-23.065,-54.1906,74.21,86,100,7.54
318,Nuuk,GL,2021-01-26 15:09:49,64.1835,-51.7216,21.2,73,75,10.36
319,Victoria,HK,2021-01-26 14:58:12,22.2855,114.1577,68.0,79,0,3.87
320,Coffs Harbour,AU,2021-01-26 15:09:49,-30.3,153.1333,77.0,73,46,17.27
321,Santa Isabel Do Rio Negro,BR,2021-01-26 15:09:49,-0.4139,-65.0192,82.29,80,57,4.68
322,Cherskiy,RU,2021-01-26 15:02:30,68.75,161.3,-38.58,81,69,3.56
323,Palu,ID,2021-01-26 15:09:49,-0.8917,119.8707,75.34,79,100,1.63
324,Coihaique,CL,2021-01-26 15:02:27,-45.5752,-72.0662,51.8,76,75,4.61
325,Marzuq,YE,2021-01-26 15:02:41,14.4,46.4667,68.49,24,55,4.09
326,Havelock,US,2021-01-26 15:00:16,34.8791,-76.9013,48.0,100,90,3.44
327,Miyako,JP,2021-01-26 15:09:50,39.6367,141.9525,43.16,88,100,7.47
328,Bathsheba,BB,2021-01-26 15:01:54,13.2167,-59.5167,82.4,61,40,25.32
329,Richards Bay,ZA,2021-01-26 15:09:50,-28.783,32.0377,87.53,60,70,15.77
330,Kochevo,RU,2021-01-26 15:09:50,59.5994,54.3125,23.95,98,99,5.7
331,Kebumen,ID,2021-01-26 15:09:50,-7.6687,109.6519,78.21,85,100,4.07
332,Sisimiut,GL,2021-01-26 15:09:50,66.9395,-53.6735,10.89,94,96,4.29
333,Ayolas,PY,2021-01-26 15:06:22,-27.4,-56.9,78.57,84,100,11.41
334,Sabla,NG,2021-01-26 15:09:51,12.7525,4.7077,95.07,9,99,9.08
335,Dubbo,AU,2021-01-26 15:05:20,-32.25,148.6167,75.2,64,75,2.26
336,Christchurch,NZ,2021-01-26 15:09:03,-43.5333,172.6333,68.0,59,0,1.14
337,Henderson,US,2021-01-26 15:09:51,36.0397,-114.9819,34.0,93,90,4.61
338,Aklavik,CA,2021-01-26 15:02:13,68.2191,-135.0107,-11.2,77,100,1.14
339,Manavalakurichi,IN,2021-01-26 15:09:51,8.1333,77.3,82.4,65,20,7.27
340,Oshikango,NA,2021-01-26 15:09:51,-17.4,15.8833,86.0,45,40,6.91
341,Rochester,US,2021-01-26 15:07:09,43.1548,-77.6156,28.99,80,90,16.11
342,Berdigestyakh,RU,2021-01-26 15:09:52,62.0989,126.6992,-52.38,76,55,3.15
343,Bajina Basta,RS,2021-01-26 15:09:52,43.9708,19.5675,23.0,100,90,8.05
344,Aden,YE,2021-01-26 15:07:38,12.7794,45.0367,75.4,69,7,9.6
345,Owando,CG,2021-01-26 15:09:52,-0.4819,15.8999,90.39,47,16,2.55
346,Touros,BR,2021-01-26 15:01:55,-5.1989,-35.4608,87.8,51,40,13.8
347,Povenets,RU,2021-01-26 15:09:52,62.8487,34.8262,33.87,97,100,6.76
348,Moron,AR,2021-01-26 15:02:10,-34.6534,-58.6198,97.0,48,0,2.3
349,Loknya,RU,2021-01-26 15:09:52,56.83,30.1467,32.79,96,100,9.06
350,Hailar,CN,2021-01-26 15:09:52,49.2,119.7,-11.22,87,77,10.04
351,Chicama,PE,2021-01-26 15:02:19,-7.8447,-79.1469,69.8,88,40,8.05
352,Kifri,IQ,2021-01-26 15:09:53,34.6959,44.9661,57.22,36,0,7.92
353,Barcelona,ES,2021-01-26 15:09:50,41.3888,2.159,55.0,62,40,9.22
354,Flagstaff,US,2021-01-26 15:09:53,35.1981,-111.6513,18.0,93,90,8.05
355,Toktogul,KG,2021-01-26 15:09:53,41.8708,72.9402,26.26,72,0,2.33
356,Canning,IN,2021-01-26 15:09:53,22.3189,88.6714,64.4,77,0,4.76
357,Vinukonda,IN,2021-01-26 15:09:53,16.05,79.75,71.13,72,10,6.6
358,Port Blair,IN,2021-01-26 15:09:53,11.6667,92.75,77.83,78,80,9.78
359,Champerico,GT,2021-01-26 15:02:13,14.3,-91.9167,73.4,78,0,2.82
360,Erdenet,MN,2021-01-26 15:09:53,49.0333,104.0833,-13.45,83,0,3.49
361,Ileza,RU,2021-01-26 15:09:54,61.0533,43.9002,28.13,98,100,6.64
362,High Level,CA,2021-01-26 15:09:54,58.5169,-117.136,-5.8,84,90,3.44
363,Banda Aceh,ID,2021-01-26 15:09:54,5.5577,95.3222,79.27,80,100,4.36
364,Manzanillo,CU,2021-01-26 15:07:07,20.3433,-77.1167,78.26,66,100,2.04
365,Antri,IN,2021-01-26 15:09:55,26.0567,78.2144,52.52,44,0,5.03
366,Lilongwe,MW,2021-01-26 15:09:55,-13.9669,33.7873,69.8,88,75,2.13
367,Mwinilunga,ZM,2021-01-26 15:09:55,-11.7358,24.4293,67.06,93,100,4.68
368,Keti Bandar,PK,2021-01-26 15:09:55,24.1447,67.4497,64.15,53,0,7.56
369,Norrtalje,SE,2021-01-26 15:07:13,59.758,18.705,36.0,91,100,5.99
370,Roseburg,US,2021-01-26 15:09:56,43.2165,-123.3417,30.99,93,90,3.87
371,Channel-Port Aux Basques,CA,2021-01-26 15:09:56,47.5702,-59.1367,35.31,84,98,7.83
372,Nador,MA,2021-01-26 15:09:56,35.174,-2.9287,68.0,68,20,17.27
373,Xicotencatl,MX,2021-01-26 15:09:56,23.0167,-98.8833,73.0,68,0,14.0
374,Baoqing,CN,2021-01-26 15:09:56,46.3317,132.2111,4.55,94,70,3.06
375,Finschhafen,PG,2021-01-26 15:09:56,-6.6024,147.8681,81.14,78,100,10.18
376,Warrnambool,AU,2021-01-26 15:09:56,-38.3833,142.4833,53.33,75,44,12.84
377,Barranca,PE,2021-01-26 15:09:57,-10.75,-77.7667,75.6,65,98,9.01
378,Ushtobe,KZ,2021-01-26 15:09:57,45.2514,77.9838,8.33,90,0,6.67
379,Lebork,PL,2021-01-26 15:08:59,54.5392,17.7501,35.01,80,75,17.27
380,Enid,US,2021-01-26 15:09:57,36.3956,-97.8784,28.4,86,75,11.5
381,Faanui,PF,2021-01-26 15:01:45,-16.4833,-151.75,80.46,76,47,18.23
382,Malya,TZ,2021-01-26 15:09:57,-2.9833,33.5167,75.16,73,51,5.61
383,Isparta,TR,2021-01-26 15:09:57,38.0,31.0,50.0,76,75,10.36
384,Nevelsk,RU,2021-01-26 15:09:57,46.6733,141.8633,8.6,72,40,6.71
385,Bonthe,SL,2021-01-26 15:09:57,7.5264,-12.505,86.83,53,0,11.97
386,Muroto,JP,2021-01-26 15:09:58,33.2833,134.15,63.27,87,100,18.92
387,Alanya,TR,2021-01-26 15:09:58,36.5438,31.9998,59.0,67,75,4.61
388,Saint-Pierre,RE,2021-01-26 15:09:58,-21.3393,55.4781,84.2,61,0,9.22
389,Vila Franca Do Campo,PT,2021-01-26 15:09:58,37.7167,-25.4333,64.0,88,75,16.11
390,Langsa,ID,2021-01-26 15:09:58,4.4683,97.9683,75.25,91,100,1.92
391,San Luis Jilotepeque,GT,2021-01-26 15:09:58,14.65,-89.7333,73.4,83,20,0.49
392,Petropavlovsk-Kamchatskiy,RU,2021-01-26 15:09:58,53.0452,158.6483,21.2,42,100,8.95
393,Gumdag,TM,2021-01-26 15:02:48,39.2061,54.5906,40.14,68,19,18.05
394,Padang,ID,2021-01-26 15:09:58,-0.9492,100.3543,78.8,83,40,2.3
395,Batagay-Alyta,RU,2021-01-26 15:09:59,67.8006,130.4114,-39.71,80,5,1.28
396,Sawakin,SD,2021-01-26 15:09:59,19.1059,37.3321,75.43,81,91,11.65
397,Muros,ES,2021-01-26 15:09:59,42.7762,-9.0603,60.01,95,100,9.46
398,Taoudenni,ML,2021-01-26 15:02:25,22.6783,-3.9836,89.8,11,0,13.87
399,Lodja,CD,2021-01-26 15:08:01,-3.4833,23.4333,85.19,57,100,3.22
400,Bilibino,RU,2021-01-26 15:09:59,68.0546,166.4372,-21.69,82,100,2.35
401,Borogontsy,RU,2021-01-26 15:09:59,62.6683,131.1683,-54.27,70,46,3.15
402,Inta,RU,2021-01-26 15:09:59,66.0317,60.1659,-19.8,86,89,11.97
403,Murray Bridge,AU,2021-01-26 15:09:59,-35.1167,139.2667,59.0,92,0,1.01
404,Rawa Mazowiecka,PL,2021-01-26 15:10:00,51.7644,20.2549,33.8,80,90,13.8
405,Oostburg,US,2021-01-26 15:10:00,43.6228,-87.7945,23.0,86,90,14.97
406,Bonavista,CA,2021-01-26 15:02:04,48.6499,-53.1147,34.0,100,100,8.05
407,Dolzhanskaya,RU,2021-01-26 15:10:00,46.6311,37.8039,37.99,53,100,5.01
408,Saurimo,AO,2021-01-26 15:10:00,-9.6608,20.3916,68.0,94,90,11.5
409,Mount Gambier,AU,2021-01-26 15:10:00,-37.8333,140.7667,57.2,67,90,12.66
410,Bonnyville,CA,2021-01-26 15:10:00,54.2668,-110.735,-7.6,54,75,5.75
411,Sabzevar,IR,2021-01-26 15:10:00,36.2126,57.6819,41.0,45,0,6.91
412,Ishigaki,JP,2021-01-26 15:10:00,24.3448,124.1572,67.84,82,29,23.71
413,San Carlos,VE,2021-01-26 15:10:01,9.6612,-68.5827,87.71,45,89,2.86
414,Antibes,FR,2021-01-26 15:10:01,43.5624,7.1278,53.6,43,0,13.8
415,Mundo Nuevo,MX,2021-01-26 15:10:01,18.7,-95.5,76.89,75,0,12.08
416,Bilma,NE,2021-01-26 15:10:01,18.6853,12.9164,82.87,11,1,1.99
417,Dorchester,US,2021-01-26 15:10:01,33.1002,-80.3831,66.2,100,90,5.75
418,Soyo,AO,2021-01-26 15:10:02,-6.1349,12.3689,84.2,74,75,9.22
419,Wagga Wagga,AU,2021-01-26 15:10:02,-35.1167,147.3667,68.0,100,75,2.04
420,Kamskiye Polyany,RU,2021-01-26 15:10:03,55.4307,51.4171,23.0,93,90,6.71
421,Ust-Nera,RU,2021-01-26 15:01:54,64.5667,143.2,-22.85,76,100,1.16
422,Santa Maria,BR,2021-01-26 15:02:06,-29.6842,-53.8069,78.8,83,75,9.22
423,Sehithwa,BW,2021-01-26 15:10:04,-20.4667,22.7167,85.26,51,59,3.47
424,Segou,ML,2021-01-26 15:10:04,13.4317,-6.2157,95.4,8,0,9.73
425,Oranjestad,AW,2021-01-26 15:07:43,12.524,-70.027,82.4,74,20,19.57
426,At-Bashi,KG,2021-01-26 15:10:04,41.1702,75.8106,5.27,68,0,2.13
427,Sumenep,ID,2021-01-26 15:10:04,-7.0167,113.8667,79.38,84,100,6.44
428,Barcelos,PT,2021-01-26 15:02:46,41.5388,-8.6151,59.0,100,90,4.61
429,Houma,US,2021-01-26 15:10:04,29.5958,-90.7195,69.8,88,90,13.8
430,Berbera,SO,2021-01-26 15:10:05,10.4396,45.0143,75.42,66,67,11.79
431,Sechura,PE,2021-01-26 15:02:10,-5.5569,-80.8222,79.54,57,87,10.71
432,Cairns,AU,2021-01-26 14:58:11,-16.9167,145.7667,77.0,83,100,6.91
433,Nizhniy Tsasuchey,RU,2021-01-26 15:02:39,50.5167,115.1333,-4.04,85,77,12.93
434,Oum Hadjer,TD,2021-01-26 15:10:05,13.2954,19.6966,96.42,10,42,8.81
435,Havre-Saint-Pierre,CA,2021-01-26 15:02:04,50.2334,-63.5986,30.2,69,90,13.8
436,Biak,ID,2021-01-26 15:10:06,-0.9131,122.8766,77.18,74,100,6.31
437,Rock Springs,US,2021-01-26 15:06:24,41.5875,-109.2029,8.6,92,90,11.5
438,Margate,GB,2021-01-26 15:01:50,51.3813,1.3862,44.01,80,100,4.0
439,Port-Cartier,CA,2021-01-26 15:10:06,50.0334,-66.8654,30.2,74,100,3.44
440,Olafsvik,IS,2021-01-26 15:10:06,64.8945,-23.7142,26.1,88,97,24.32
441,Cadereyta,MX,2021-01-26 15:10:06,25.5833,-99.9833,64.99,48,1,6.91
442,Zambezi,ZM,2021-01-26 15:10:06,-13.5432,23.1047,75.94,78,100,4.94
443,Agadir,MA,2021-01-26 15:10:06,30.4202,-9.5982,71.6,64,0,5.75
444,Harper,LR,2021-01-26 15:10:07,4.375,-7.7169,82.74,72,99,6.44
445,Skovorodino,RU,2021-01-26 15:10:07,53.9833,123.9167,-10.82,87,100,5.55
446,Aleksandrovka,UA,2021-01-26 15:10:07,46.8383,32.7612,44.6,93,75,13.42
447,Carballo,ES,2021-01-26 15:10:07,43.213,-8.691,61.0,90,100,1.99
448,Belaya Gora,RU,2021-01-26 15:10:07,68.5333,146.4167,-32.04,81,100,2.13
449,Luis Correia,BR,2021-01-26 15:10:07,-2.8792,-41.6669,87.8,66,75,13.8
450,Iracoubo,GF,2021-01-26 15:01:12,5.4802,-53.2011,79.83,83,55,12.17
451,Bay Roberts,CA,2021-01-26 15:01:57,47.5999,-53.2648,35.01,93,90,14.97
452,Yinchuan,CN,2021-01-26 15:10:08,38.4681,106.2731,27.61,72,1,3.22
453,Ajdabiya,LY,2021-01-26 15:10:08,30.7554,20.2263,70.23,33,45,13.71
454,Nueva Loja,EC,2021-01-26 15:10:08,0.0847,-76.8828,73.4,100,90,4.61
455,Kieta,PG,2021-01-26 15:10:08,-6.2167,155.6333,79.68,81,30,6.76
456,Xining,CN,2021-01-26 15:10:08,36.6167,101.7667,16.41,83,17,1.9
457,Karratha,AU,2021-01-26 15:10:08,-20.7377,116.8463,85.41,55,13,20.8
458,Corrente,BR,2021-01-26 15:10:08,-3.7367,-43.3394,83.61,75,87,5.7
459,Rawson,AR,2021-01-26 15:10:08,-43.3002,-65.1023,68.97,24,0,13.13
460,Hambantota,LK,2021-01-26 15:10:08,6.1241,81.1185,77.0,88,20,4.61
461,Salinopolis,BR,2021-01-26 15:10:08,-0.6136,-47.3561,84.49,69,98,10.33
462,Tevaitoa,PF,2021-01-26 15:10:09,-16.7833,-151.5,80.53,76,87,17.54
463,Vikramasingapuram,IN,2021-01-26 15:10:09,8.714,77.3893,82.4,65,20,4.07
464,Kathu,TH,2021-01-26 15:10:09,7.9178,98.3332,86.0,78,40,2.3
465,Roebourne,AU,2021-01-26 15:10:09,-20.7833,117.1333,86.05,48,37,19.53
466,Harstad,NO,2021-01-26 15:10:09,68.799,16.5293,27.0,63,0,2.3
467,Hami,CN,2021-01-26 15:02:08,42.8,93.45,19.81,78,88,2.57
468,Kodinsk,RU,2021-01-26 15:02:33,58.6881,99.1844,-39.71,78,42,0.25
469,Kruisfontein,ZA,2021-01-26 15:02:21,-34.0033,24.7314,81.0,53,69,8.99
470,Nemuro,JP,2021-01-26 15:02:30,43.3236,145.575,26.62,95,100,14.27
471,Abalak,RU,2021-01-26 15:10:10,58.1286,68.5944,31.14,99,100,11.72
472,College,US,2021-01-26 15:07:57,64.8569,-147.8028,-16.6,69,1,0.43
473,Villa Constitucion,AR,2021-01-26 15:10:10,-33.2278,-60.3297,77.0,83,90,5.75
474,Kahului,US,2021-01-26 15:01:39,20.8947,-156.47,71.6,83,75,18.41
475,Souris,CA,2021-01-26 15:10:10,49.6172,-100.2612,-17.0,68,1,2.3
476,Flinders,AU,2021-01-26 15:10:10,-34.5833,150.8552,75.0,86,97,1.99
477,Pemba,MZ,2021-01-26 15:10:10,-12.974,40.5178,84.2,74,75,11.5
478,Ust-Maya,RU,2021-01-26 15:10:11,60.4167,134.5333,-51.34,75,75,2.33
479,Arlit,NE,2021-01-26 15:10:11,18.7369,7.3853,85.87,9,0,8.75
480,Southbridge,US,2021-01-26 15:10:11,42.0751,-72.0334,33.01,32,1,4.83
481,Batsfjord,NO,2021-01-26 15:10:11,70.6345,29.7185,26.6,93,90,41.43
482,Humaita,BR,2021-01-26 15:10:11,-7.5061,-63.0208,89.56,56,11,4.14
483,Panjab,AF,2021-01-26 15:10:11,34.388,67.0233,2.8,64,0,1.86
484,Oktyabrskiy,RU,2021-01-26 15:02:21,54.4815,53.471,22.73,96,100,12.95
485,Centerville,US,2021-01-26 15:10:11,39.6284,-84.1594,39.0,100,90,13.8
486,Lichinga,MZ,2021-01-26 15:10:12,-13.3128,35.2406,69.08,95,100,2.06
487,Monrovia,LR,2021-01-26 15:10:12,6.3005,-10.7969,89.6,66,75,4.61
488,Kenai,US,2021-01-26 15:10:12,60.5544,-151.2583,12.0,85,1,3.44
489,Zhigalovo,RU,2021-01-26 15:10:12,54.8097,105.1578,-19.43,84,100,2.21
490,Luwuk,ID,2021-01-26 15:02:42,-0.9516,122.7875,78.15,67,100,5.7
491,Mehamn,NO,2021-01-26 15:02:28,71.0357,27.8492,26.6,80,75,39.12
492,Manyana,BW,2021-01-26 15:10:12,-23.4,21.7167,85.66,38,95,10.07
493,Tahoua,NE,2021-01-26 15:10:13,14.8888,5.2692,91.4,6,0,4.61
494,Nicoya,CR,2021-01-26 15:10:13,10.1483,-85.452,86.0,48,0,10.36
495,Emerald,AU,2021-01-26 15:10:13,-23.5333,148.1667,80.6,65,0,10.36
496,Yaan,NG,2021-01-26 15:10:13,7.3833,8.5667,100.98,8,21,7.14
497,Ormara,PK,2021-01-26 15:02:36,25.2088,64.6357,68.85,49,0,5.17
498,Yulara,AU,2021-01-26 15:10:13,-25.2406,130.9889,77.0,88,40,12.66
499,Westport,US,2021-01-26 15:10:13,41.1415,-73.3579,33.01,53,60,10.67
500,Goroka,PG,2021-01-26 15:10:13,-6.0834,145.3873,62.56,89,99,2.42
501,Mindelo,CV,2021-01-26 15:10:14,16.8901,-24.9804,77.0,61,20,20.71
502,The Valley,AI,2021-01-26 15:06:34,18.217,-63.0578,80.6,78,40,16.11
503,Constitucion,CL,2021-01-26 15:10:14,-35.3333,-72.4167,67.82,45,0,10.63
504,Lensk,RU,2021-01-26 15:10:14,60.7253,114.9278,-40.34,78,90,1.52
505,Galesong,ID,2021-01-26 15:10:14,-5.3166,119.3661,75.2,100,20,4.61
506,Guipavas,FR,2021-01-26 15:10:14,48.4352,-4.3972,48.2,100,90,16.11
507,Deputatskiy,RU,2021-01-26 15:02:10,69.3,139.9,-43.85,83,99,2.35
508,Vao,NC,2021-01-26 15:10:15,-22.6667,167.4833,76.64,75,78,19.35
509,Kirn,DE,2021-01-26 15:10:15,49.7833,7.45,39.0,80,40,13.8
510,Nishihara,JP,2021-01-26 15:10:15,26.1842,127.7558,66.2,63,40,8.05
511,Lasa,IT,2021-01-26 15:02:28,46.6166,10.7002,42.8,36,0,2.3
512,Gorontalo,ID,2021-01-26 15:10:15,0.5412,123.0595,74.66,84,100,4.07
513,Miri,MY,2021-01-26 15:07:44,4.4148,114.0089,78.8,94,40,6.91
514,Djibo,BF,2021-01-26 15:10:15,14.1022,-1.6306,93.33,9,19,12.55
515,Dillon,US,2021-01-26 15:10:15,34.4166,-79.3712,64.4,100,90,6.91
516,Auchel,FR,2021-01-26 15:10:15,50.5034,2.4735,39.99,85,100,1.99
517,Abu Samrah,SY,2021-01-26 15:10:16,35.3029,37.1841,49.78,52,100,8.72
518,Klaksvik,FO,2021-01-26 15:02:04,62.2266,-6.589,30.2,74,64,6.91
519,Kizukuri,JP,2021-01-26 15:10:16,40.8061,140.3861,36.0,70,100,1.01
520,Chapais,CA,2021-01-26 15:10:16,49.7834,-74.8492,5.0,85,90,4.61
521,Brasilia,BR,2021-01-26 15:05:21,-15.7797,-47.9297,82.4,51,40,13.8
522,Shikarpur,PK,2021-01-26 15:10:16,27.9571,68.6379,59.0,58,0,1.66
523,Togul,RU,2021-01-26 15:10:16,53.465,85.9128,-5.6,91,100,3.29
524,Nantucket,US,2021-01-26 15:02:46,41.2835,-70.0995,35.6,64,1,11.5
525,Lotoshino,RU,2021-01-26 15:10:17,56.2267,35.6414,34.03,97,100,16.33
526,Maravilha,BR,2021-01-26 15:10:17,-26.7608,-53.1725,78.01,83,75,6.91
527,Dawlatabad,AF,2021-01-26 15:10:17,36.4141,64.9053,40.39,67,0,6.31
528,La Ligua,CL,2021-01-26 15:10:17,-32.4524,-71.2311,62.6,82,90,9.22
529,Kalmar,SE,2021-01-26 15:10:17,56.6616,16.3616,32.0,80,75,9.22
530,Pankrushikha,RU,2021-01-26 15:10:17,53.8319,80.3406,2.91,93,100,9.71
531,Gberia Fotombu,SL,2021-01-26 15:10:17,9.8833,-11.1667,96.71,9,0,6.69
532,Tripoli,LY,2021-01-26 15:10:17,32.8752,13.1875,59.22,67,94,29.57
533,Komsomolskiy,UZ,2021-01-26 15:02:47,40.4272,71.7189,32.0,64,3,4.61
534,Labuhan,ID,2021-01-26 15:10:18,-6.8844,112.2051,80.31,81,100,5.19
535,Yarovoye,RU,2021-01-26 15:10:18,52.9273,78.58,10.08,96,100,11.21
